oa_id,doi,title,year,frame,venue,stratum,N_h,n_h,weight,cited
W3197963420,10.1016/j.knosys.2022.108773,Building interpretable models for business process prediction using shared and specialised attention mechanisms,2022,B,Knowledge-Based Systems,v1:Knowledge-Based Systems,2,2,1.0,
W3198188779,10.1007/978-3-030-98581-3_14,Prescriptive Process Monitoring Under Resource Constraints: A Causal Inference Approach,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W3198564768,10.1007/s10115-022-01666-9,How do I update my model? On the resilience of Predictive Process Monitoring models to change,2022,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,
W3200219929,10.1016/j.im.2021.103533,Absorbed in technology but digitally overloaded: Interplay effects on gig workers’ burnout and creativity,2021,A,Information & Management,v1:Information & Management,20,20,1.0,
W3202138005,10.1109/icpm53251.2021.9576880,Towards Evidence-Based Analysis of Palliative Treatments for Stomach and Esophageal Cancer Patients: a Process Mining Approach,2021,B,,v1:nan,16,16,1.0,
W3202693769,10.1109/access.2021.3115759,Stability Metrics for Enhancing the Evaluation of Outcome-Based Business Process Predictive Monitoring,2021,B,IEEE Access,v1:IEEE Access,10,10,1.0,
W3203269068,10.1109/tkde.2022.3232207,Process Discovery on Deviant Traces and Other Stranger Things,2022,B,IEEE Transactions on Knowledge and Data Engineering,v1:IEEE Transactions on Knowledge and Data Engineering,1,1,1.0,
W3203500186,10.1016/j.dss.2021.113669,Encoding resource experience for predictive process monitoring,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W3204704933,,Design and Evaluation of Explainable Methods for Predictive Process Analytics.,2021,B,QUT ePrints (Queensland University of Technology),v1:QUT ePrints (Queensland University of Technology),1,1,1.0,
W3204750696,10.1007/s10664-023-10407-7,Which design decisions in AI-enabled mobile applications contribute to greener AI?,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W3204851646,10.1016/j.is.2021.101892,Fast and accurate quantitative business process analysis using feature complete queueing models,2021,A,Information Systems,v1:Information Systems,82,82,1.0,
W3210011952,10.1007/s10664-021-10035-z,Reviewing rounds prediction for code patches,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W3213259750,10.1007/s10664-021-10092-4,Problems with SZZ and features: An empirical study of the state of practice of defect prediction data collection,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W3213266171,10.1007/s10664-023-10286-y,Machine learning-based test selection for simulation-based testing of self-driving cars software,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W3216137074,10.1007/s10664-021-10063-9,Enjoy your observability: an industrial survey of microservice tracing and analysis,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W3217325574,10.48550/arxiv.2111.12454,Exploring Business Process Deviance with Sequential and Declarative Patterns,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,
W4200001897,10.1016/j.is.2021.101955,Establishing trajectories of moving objects without identities: The intricacies of cell tracking and a solution,2021,A,Information Systems,v1:Information Systems,82,82,1.0,
W4200151996,10.1016/j.is.2021.101957,Data pre-processing pipeline generation for AutoETL,2021,A,Information Systems,v1:Information Systems,82,82,1.0,
W4200448782,10.1007/s10664-021-10076-4,Using code reviews to automatically configure static analysis tools,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4200629917,10.1007/s10664-021-10106-1,From anecdote to evidence: the relationship between personality and need for cognition of developers,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4205602341,10.1016/j.dss.2022.113730,An explanatory machine learning framework for studying pandemics: The case of COVID-19 emergency department readmissions,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4205621479,10.1007/s10664-021-10073-7,Smoke testing for machine learning: simple tests to discover severe bugs,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4206142733,10.1007/s10664-021-10095-1,A comparative study and analysis of developer communications on Slack and Gitter,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4206162339,10.1007/s10664-021-10088-0,Modeling Performance of Microservices Systems with Growth Theory,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4206264714,10.1016/j.dss.2021.113718,A deep recurrent neural network approach to learn sequence similarities for user-identification,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4206583545,10.1016/j.dss.2021.113728,Fraudulent review detection model focusing on emotional expressions and explicit aspects: investigating the potential of feature engineering,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4207018882,10.1007/s10664-021-10102-5,Uniform and scalable sampling of highly configurable systems,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4210761353,10.1016/j.dss.2022.113747,Improving decision making in the management of hospital readmissions using modern survival analysis techniques,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4210977175,10.1016/j.dss.2022.113752,Impact of information timeliness and richness on public engagement on social media during COVID-19 pandemic: An empirical investigation based on NLP and machine learning,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4213172184,10.1007/978-3-030-95947-0_28,Counterfactual Explanations for Predictive Business Process Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4214741785,10.1007/s10664-021-10070-w,TraceSim: An Alignment Method for Computing Stack Trace Similarity,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4220684740,10.1007/s12599-022-00749-9,Semi-Supervised Discovery of DNN-Based Outcome Predictors from Scarcely-Labeled Process Logs,2022,B,Business & Information Systems Engineering,v1:Business & Information Systems Engineering,7,7,1.0,
W4220826582,10.1007/s10664-022-10116-7,Search-based fairness testing for regression-based machine learning systems,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4221005884,10.1007/s10664-021-10110-5,Crowdsmelling: A preliminary study on using collective knowledge in code smells detection,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4221035697,10.1016/j.dss.2022.113768,Growing pains and blessings: Manifestations and implications of equity crowdfunding industry maturation,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4221051771,10.1007/s10664-022-10126-5,On the adequacy of static analysis warnings with respect to code smell prediction,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4221145890,10.1007/s10664-022-10166-x,Development effort estimation in free/open source software from activity in version control systems,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4221164236,10.1007/978-3-031-05760-1_15,The Analysis of Online Event Streams: Predicting the Next Activity for Anomaly Detection,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4223983178,10.1007/s10664-021-10075-5,What happens in my code reviews? An investigation on automatically classifying review changes,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4224992801,10.1016/j.dss.2022.113799,A critical assessment of consumer reviews: A hybrid NLP-based methodology,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4225709018,10.1007/978-3-030-98581-3_12,Event Log Sampling for Predictive Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4225832919,10.1007/978-3-030-94343-1_2,Creating Unbiased Public Benchmark Datasets with Data Leakage Prevention for Predictive Process Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4225985120,10.1007/978-3-030-98581-3_23,Patient Discharge Classification Based on the Hospital Treatment Process,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4226047899,10.1007/978-3-030-98581-3_15,Quantifying Explainability in Outcome-Oriented Predictive Process Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4226064336,10.1007/978-3-030-98581-3_18,Continuous Performance Evaluation for Business Process Outcome Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4226066227,10.1007/978-3-030-98581-3_13,Active Anomaly Detection for Key Item Selection in Process Auditing,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4226203778,10.1007/s10664-022-10128-3,Identifying self-admitted technical debt in issue tracking systems using machine learning,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4226305259,10.1007/978-3-030-98581-3_16,Online Prediction of Aggregated Retailer Consumer Behaviour,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4226370069,10.2139/ssrn.4080238,Three Lines 4.0 - Predictive Process Monitoring for Internal Audit,2022,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,
W4226400456,10.2139/ssrn.4069688,Leveraging an Advanced Heterogeneous Ensemble Learning for Outcome-Based Predictive Monitoring Using Business Process Event Logs,2022,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,
W4229035469,10.1016/j.dss.2022.113798,Data misrepresentation detection for insurance underwriting fraud prevention,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4229333924,10.3390/electronics11091509,Business Process Outcome Prediction Based on Deep Latent Factor Model,2022,B,Electronics,v1:Electronics,4,4,1.0,
W4254004495,10.18178/wcse.2019.03.028,Attention Based LSTM with Multi Tasks Learning for Predictive Process Monitoring,2019,B,Proceedings of 2019 the 9th International Workshop on Computer Science and Engineering,v1:Proceedings of 2019 the 9th International Workshop on Computer Science and Engineering,1,1,1.0,
W4281264152,10.3390/a15050173,Integrating Process Mining with Discrete-Event Simulation for Dynamic Productivity Estimation in Heavy Civil Construction Operations,2022,B,Algorithms,v1:Algorithms,3,3,1.0,
W4281569614,10.1016/j.dss.2022.113814,Financial distress prediction using integrated Z-score and multilayer perceptron neural networks,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4281700903,10.1007/s10664-022-10130-9,Quality gatekeepers: investigating the effects of code review bots on pull request activities,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4281783878,10.1007/s10664-022-10137-2,How do Android developers improve non-functional properties of software?,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4281897214,10.3390/a15060187,Exploring the Suitability of Rule-Based Classification to Provide Interpretability in Outcome-Based Process Predictive Monitoring,2022,B,Algorithms,v1:Algorithms,3,3,1.0,
W4281934010,10.3390/a15060199,XAI in the Context of Predictive Process Monitoring: An Empirical Analysis Framework,2022,B,Algorithms,v1:Algorithms,3,3,1.0,
W4284710815,10.3390/electronics11142128,RETRACTED: Convolutional Neural Networks in Process Mining and Data Analytics for Prediction Accuracy,2022,B,Electronics,v1:Electronics,4,4,1.0,
W4284881265,10.1016/j.im.2022.103682,Identification of Travel Styles by Learning from Consumer-generated Images in Online Travel Communities,2022,A,Information & Management,v1:Information & Management,20,20,1.0,
W4285280214,10.1007/978-3-031-08848-3_10,Predictive Process Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4285297897,10.1007/978-3-031-05760-1_16,Process Mining: A Guide for Practitioners,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4286217255,10.1007/s10723-022-09613-2,Conformance-oriented Predictive Process Monitoring in BPaaS Based on Combination of Neural Networks,2022,B,Journal of Grid Computing,v1:Journal of Grid Computing,1,1,1.0,
W4286716257,10.1007/s10664-022-10120-x,An empirical study of issue-link algorithms: which issue-link algorithms should we use?,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4289977462,10.1007/s10664-021-10107-0,Styler: learning formatting conventions to repair Checkstyle violations,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4289978713,10.1007/s10664-022-10186-7,On effort-aware metrics for defect prediction,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4291744154,10.3390/electronics11162548,Leveraging a Heterogeneous Ensemble Learning for Outcome-Based Predictive Monitoring Using Business Process Event Logs,2022,B,Electronics,v1:Electronics,4,4,1.0,
W4292291625,10.3390/app12168192,Explainability of Predictive Process Monitoring Results: Can You See My Data Issues?,2022,B,Applied Sciences,v1:Applied Sciences,2,2,1.0,
W4293100964,10.1007/s10994-022-06152-5,A comparison of proximity-based methods for detecting temporal anomalies in business processes,2022,B,Machine Learning,v1:Machine Learning,2,2,1.0,
W4294192778,10.1016/j.dss.2022.113866,CATCHM: A novel network-based credit card fraud detection method using node representation learning,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4294816518,10.1007/978-3-031-16171-1_13,When to Intervene? Prescriptive Process Monitoring Under Uncertainty and Resource Constraints,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4296311716,10.1016/j.is.2022.102123,A meta-learning configuration framework for graph-based similarity search indexes,2022,A,Information Systems,v1:Information Systems,82,82,1.0,
W4296483261,10.1007/s10664-022-10197-4,Learning from what we know: How to perform vulnerability prediction using noisy historical data,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4297254899,10.1007/s10664-022-10215-5,FindICI: Using machine learning to detect linguistic inconsistencies between code and natural language descriptions in infrastructure-as-code,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4297421532,10.1007/s10664-022-10192-9,Story points changes in agile iterative development,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4297535508,10.1016/j.dss.2022.113879,The role of web browsing in credit risk prediction,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4298156377,10.1007/s10664-022-10227-1,Static test flakiness prediction: How Far Can We Go?,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4298156561,10.1007/s10664-022-10164-z,"A machine and deep learning analysis among SonarQube rules, product, and process metrics for fault prediction",2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4298325204,10.48550/arxiv.2109.03501,How do I update my model? On the resilience of Predictive Process Monitoring models to change,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,
W4298630190,10.1007/s10664-022-10199-2,Comparing ϕ and the F-measure as performance metrics for software-related classifications,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4307055605,10.1016/j.dss.2022.113891,Removing order effects from human-classified datasets: A machine learning method to improve decision making systems,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4308072150,10.1016/j.dss.2022.113892,When machines trade on corporate disclosures: Using text analytics for investment strategies,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4308115903,10.1007/s10115-022-01777-3,Partial-order-based process mining: a survey and outlook,2022,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,
W4308518385,10.1007/s10664-022-10243-1,Evaluating classifiers in SE research: the ECSER pipeline and two replication studies,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4309389067,10.1007/s10664-022-10229-z,Workflow analysis of data science code in public GitHub repositories,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4309475896,10.1016/j.dss.2022.113898,Knowledge contributions in design science research: Paths of knowledge types,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4309632567,10.1016/j.dss.2022.113899,Improving triaging from primary care into secondary care using heterogeneous data-driven hybrid machine learning,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4309896433,10.1007/s10664-022-10242-2,Automatic prediction of rejected edits in Stack Overflow,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4311485938,10.1109/icpm57379.2022.9980737,Encoding High-Level Control-Flow Construct Information for Process Outcome Prediction,2022,B,,v1:nan,16,16,1.0,
W4311731479,10.1109/icpm57379.2022.9980785,Towards next-location prediction for process executions,2022,B,,v1:nan,16,16,1.0,
W4311734044,10.1109/icpm57379.2022.9980753,Assessing the Robustness in Predictive Process Monitoring through Adversarial Attacks,2022,B,,v1:nan,16,16,1.0,
W4312205020,10.1007/s10664-022-10249-9,Assessing the opportunity of combining state-of-the-art Android malware detectors,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4312208416,10.1016/j.is.2022.102162,A quantitative approach for the comparison of additive local explanation methods,2022,A,Information Systems,v1:Information Systems,82,82,1.0,
W4312452087,10.1109/tcss.2022.3220262,Improving Predictive Process Monitoring Through Reachability Graph-Based Masking of Neural Networks,2022,B,IEEE Transactions on Computational Social Systems,v1:IEEE Transactions on Computational Social Systems,1,1,1.0,
W4313426527,10.1007/s10844-022-00770-0,Model-based decision support for knowledge-intensive processes,2022,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,
W4313573029,10.1016/j.compind.2022.103837,The biggest business process management problems to solve before we die,2023,B,Computers in Industry,v1:Computers in Industry,1,1,1.0,
W4313594424,10.1016/j.dss.2022.113916,TEA-IS: A hybrid DEA-TOPSIS approach for assessing performance and synergy in Chinese health care,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4317505921,10.1007/s10664-022-10250-2,Mastering uncertainty in performance estimations of configurable software systems,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4317838279,10.1007/s10664-022-10273-9,Differential testing for machine learning: an analysis for classification algorithms beyond deep learning,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4318035544,10.1016/j.datak.2023.102145,Process model forecasting and change exploration using time series analysis of event sequence data,2023,B,Data & Knowledge Engineering,v1:Data & Knowledge Engineering,2,2,1.0,
W4318618333,10.1007/s10664-022-10261-z,Enhancing the defectiveness prediction of methods and classes via JIT,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4318822511,10.1016/j.im.2023.103759,Will they take this offer? A machine learning price elasticity model for predicting upselling acceptance of premium airline seating,2023,A,Information & Management,v1:Information & Management,20,20,1.0,
W4319028553,10.1007/978-3-662-65004-2_15,"Process Mining—Discovery, Conformance, and Enhancement of Manufacturing Processes",2023,B,Digital Transformation,v1:Digital Transformation,1,1,1.0,
W4319072749,10.1016/j.is.2023.102184,An approach for analyzing business process execution complexity based on textual data and event log,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4319079817,10.1007/s10664-022-10283-7,What makes Ethereum blockchain transactions be processed fast or slow? An empirical study,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4319443780,10.1016/j.im.2023.103761,Actively open-minded thinking is key to combating fake news: A multimethod study,2023,A,Information & Management,v1:Information & Management,20,20,1.0,
W4319877701,10.1007/978-3-031-25383-6_22,Text-Aware Predictive Process Monitoring with Contextualized Word Embeddings,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4320883647,10.1016/j.dss.2023.113940,A decision support framework to incorporate textual data for early student dropout prediction in higher education,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4321021984,10.1109/tsc.2023.3245726,A Direct Data Aware LSTM Neural Network Architecture for Complete Remaining Trace and Runtime Prediction,2023,B,IEEE Transactions on Services Computing,v1:IEEE Transactions on Services Computing,5,5,1.0,
W4321461628,10.2298/csis220110005t,Matching business process behavior with encoding techniques via meta-learning: An anomaly detection study,2023,B,Computer Science and Information Systems,v1:Computer Science and Information Systems,1,1,1.0,
W4322741162,10.3390/fintech2010009,Using Process Mining to Reduce Fraud in Digital Onboarding,2023,B,FinTech,v1:FinTech,1,1,1.0,
W4323306227,10.1007/s10844-022-00775-9,Performance-preserving event log sampling for predictive monitoring,2023,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,
W4323566020,10.3390/electronics12061273,Predictive Business Process Monitoring Approach Based on Hierarchical Transformer,2023,B,Electronics,v1:Electronics,4,4,1.0,
W4323661611,10.1007/s10664-023-10293-z,Satisfaction and performance of software developers during enforced work from home in the COVID-19 pandemic,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4324142999,10.3390/fi15030109,DataStream XES Extension: Embedding IoT Sensor Data into Extensible Event Stream Logs,2023,B,Future Internet,v1:Future Internet,1,1,1.0,
W4360969720,10.1007/978-3-031-27815-0_6,Building User Journey Games from Multi-party Event Logs,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4360971500,10.1007/978-3-031-27815-0_18,Genetic Algorithms for AutoML in Process Predictive Monitoring,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4360971517,10.1007/978-3-031-27815-0_14,On the Potential of Textual Data for Explainable Predictive Process Monitoring,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4360972068,10.1007/978-3-031-27815-0_19,Outcome-Oriented Predictive Process Monitoring on Positive and Unlabelled Event Logs,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
W4360981376,10.1007/s10664-022-10275-7,JEMMA: An extensible Java dataset for ML4Code applications,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4362606928,10.1007/s10664-023-10291-1,Bugs in machine learning-based systems: a faultload benchmark,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4365385593,10.52591/lxai202207175,Interpretable Process Mining Opportunities and Challenges,2022,B,,v1:nan,16,16,1.0,
W4366279046,10.1007/s10664-023-10305-y,Integrating human values in software development using a human values dashboard,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4366824464,10.1016/j.dss.2023.113983,Improved healthcare disaster decision-making utilizing information extraction from complementary social media data during the COVID-19 pandemic,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4367316222,10.1007/s10664-023-10307-w,Empirically evaluating flaky test detection techniques combining test case rerunning and machine learning models,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4367603665,10.1007/s10844-023-00777-1,Multi-perspective enriched instance graphs for next activity prediction through graph neural network,2023,B,Journal of Intelligent Information Systems,v1:Journal of Intelligent Information Systems,6,6,1.0,
W4367693670,10.1007/s10664-023-10306-x,Model vs system level testing of autonomous driving systems: a replication and extension study,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4375946435,10.1016/j.dss.2023.113997,Trust and deception with high stakes: Evidence from the friend or foe dataset,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4376125404,10.1145/3589883.3589897,Remaining cycle time prediction with Graph Neural Networks for Predictive Process Monitoring,2023,B,,v1:nan,16,16,1.0,
W4377023738,10.1016/j.is.2023.102228,Conformance checking of process event streams with constraints on data retention,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4377030752,10.1016/j.is.2023.102227,Natural language querying of process execution data,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4378083145,10.1007/s10664-022-10284-6,Completing Function Documentation Comments Using Structural Information,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4378221148,10.1016/j.engappai.2023.106461,DARWIN: An online deep learning approach to handle concept drifts in predictive process monitoring,2023,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,
W4379380076,10.1016/j.dss.2023.114015,Co-evolution of neural architectures and features for stock market forecasting: A multi-objective decision perspective,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4379793019,10.1007/978-3-031-34560-9_22,Learning When to Treat Business Processes: Prescriptive Process Monitoring with Causal Inference and Reinforcement Learning,2023,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,
W4380154100,10.1016/j.dss.2023.114024,Interpretable cost-sensitive regression through one-step boosting,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4380624617,10.21203/rs.3.rs-3047994/v1,Research for Remaining time Prediction Log Reduction Method,2023,B,Research Square,v1:Research Square,2,2,1.0,
W4380686481,10.3390/math11122691,Object-Centric Process Mining: Unraveling the Fabric of Real Processes,2023,B,Mathematics,v1:Mathematics,1,1,1.0,
W4380989173,10.1016/j.dss.2023.114039,All eyes on me: Predicting consumer intentions on social commerce platforms using eye-tracking data and ensemble learning,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4381551798,10.48550/arxiv.2306.10341,Tailoring Machine Learning for Process Mining,2023,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,
W4381986048,10.1007/s10664-023-10326-7,Software testing in the machine learning era,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4383215296,10.1016/j.is.2023.102253,A statistical method for predicting quantitative variables in association rule mining,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4383652593,10.1016/j.engappai.2023.106678,Generating multi-level explanations for process outcome predictions,2023,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,
W4383893667,10.1016/j.is.2023.102254,Automatically reconciling the trade-off between prediction accuracy and earliness in prescriptive business process monitoring,2023,A,Information Systems,v1:Information Systems,82,82,1.0,
W4383989008,10.23919/cje.2021.00.170,Explainable Business Process Remaining Time Prediction Using Reachability Graph,2023,B,Chinese Journal of Electronics,v1:Chinese Journal of Electronics,1,1,1.0,
W4384008764,10.1016/j.artint.2023.103973,Fast and accurate data-driven goal recognition using process mining techniques,2023,B,Artificial Intelligence,v1:Artificial Intelligence,1,1,1.0,
W4385212557,10.1109/access.2023.3298305,MTLFormer: Multi-Task Learning Guided Transformer Network for Business Process Prediction,2023,B,IEEE Access,v1:IEEE Access,10,10,1.0,
W4385322803,10.1016/j.dss.2023.114051,Measuring service quality based on customer emotion: An explainable AI approach,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4385555616,10.3390/s23156931,Modelling and Predictive Monitoring of Business Processes under Uncertainty with Reinforcement Learning,2023,B,Sensors,v1:Sensors,1,1,1.0,
W4385651867,10.1016/j.dss.2023.114062,Cognitive process-driven model design: A deep learning recommendation model with textual review and context,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4386008164,10.1016/j.engappai.2023.106899,Outcome-Oriented Prescriptive Process Monitoring based on Temporal Logic Patterns,2023,B,Engineering Applications of Artificial Intelligence,v1:Engineering Applications of Artificial Intelligence,8,8,1.0,
W4386114095,10.1007/s10664-023-10377-w,The software heritage license dataset (2022 edition),2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4386142872,10.1016/j.dss.2023.114065,Which product description phrases affect sales forecasting? An explainable AI framework by integrating WaveNet neural network models with multiple regression,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4386194126,10.1007/s10664-023-10316-9,Do attention and memory explain the performance of software developers?,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,
W4386227221,10.1016/j.dss.2023.114074,Impact of the COVID-19 pandemic on the stock market and investor online word of mouth,2023,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,
W4386315295,10.1007/978-3-031-41620-0_18,Interactive Multi-interest Process Pattern Discovery,2023,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,
W4386315419,10.1007/978-3-031-41620-0_9,DyLoPro: Profiling the Dynamics of Event Logs,2023,B,Lecture notes in computer science,v1:Lecture notes in computer science,12,12,1.0,
W4386321305,10.1007/978-3-031-41623-1_8,Predicting Unseen Process Behavior Based on Context Information from Compliance Constraints,2023,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,
