oa_id,doi,title,year,frame,venue,stratum,N_h,n_h,weight,cited,n_chars,n_sents,n_pages,status,status_registered,screen_quote,screen_page,B_stated,B_stated_quote,B_stated_page,B_justified,B_justified_quote,B_justified_page,M_justified,M_justified_quote,M_justified_page,Theta_stated,Theta_stated_quote,Theta_stated_page,Range_reported,Range_reported_quote,Range_reported_page,B_stated_B,B_justified_B,M_justified_B,Theta_stated_B,Range_reported_B,applic_register,applic_evidence
W3167406762,10.1007/s10664-021-09978-0,Exposed! A case study on the vulnerability-proneness of Google Play Apps,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3169486253,10.1007/978-3-030-79108-7_4,Sensor Data Stream Selection and Aggregation for the Ex Post Discovery of Impact Factors on Process Outcomes,2021,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,22579.0,225.0,9.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3171707163,10.1007/s10664-021-09972-6,Reliability of self-rated experience and confidence as predictors for students’ performance in software engineering,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,123830.0,1096.0,41.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3171984595,10.1145/3468877,Privacy and Confidentiality in Process Mining: Threats and Research Challenges,2021,B,ACM Transactions on Management Information Systems,v1:ACM Transactions on Management Information Systems,1,1,1.0,,61689.0,612.0,17.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3176226112,10.1007/s10664-021-09984-2,Weighted software metrics aggregation and its application to defect prediction,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,105460.0,944.0,34.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3176556934,10.1016/j.im.2021.103501,Impact of enjoyment on the usage continuance intention of video-on-demand services,2021,A,Information & Management,v1:Information & Management,20,20,1.0,,78996.0,722.0,29.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3179705199,10.13140/rg.2.2.16036.19848,Creating Unbiased Public Benchmark Datasets with Data Leakage Prevention for Predictive Process Monitoring,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,27825.0,269.0,12.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3181722895,10.1109/access.2021.3096513,A Machine Learning Based Approach for Recommending Unfamiliar Process Activities,2021,B,IEEE Access,v1:IEEE Access,10,10,1.0,,52035.0,388.0,11.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3183583632,,Interpreting Process Predictions using a Milestone-Aware Counterfactual Approach,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3184174269,10.48550/arxiv.2107.09767,Explainable AI Enabled Inspection of Business Process Prediction Models,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,38429.0,272.0,17.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3185574546,10.1002/qre.2957,Predictive monitoring using machine learning algorithms and a real‐life example on schizophrenia,2021,B,Quality and Reliability Engineering International,v1:Quality and Reliability Engineering International,1,1,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3186154954,10.1016/j.dss.2021.113651,A text-mining based cyber-risk assessment and mitigation framework for critical analysis of online hacker forums,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,82297.0,615.0,34.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3186922658,10.1007/s10664-021-09967-3,Finding the sweet spot for organizational control and team autonomy in large-scale agile software development,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,128165.0,852.0,41.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3190848024,10.1016/j.is.2021.101866,Caught in a networked collusion? Homogeneity in conspiracy-related discussion networks on YouTube,2021,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3193772290,10.1007/s10696-021-09430-x,AI for in-line vehicle sequence controlling: development and evaluation of an adaptive machine learning artifact to predict sequence deviations in a mixed-model production line,2021,B,Flexible Services and Manufacturing Journal,v1:Flexible Services and Manufacturing Journal,1,1,1.0,,118532.0,1017.0,39.0,INCLUDED,INCLUDED,"delayed Sampling No sampling Data quality 1,6% incomplete instances that were removed from the dataset Data preprocessing methods See Table 7 Feature engineering and vectorizing See Table 7 Performance estimation Parameter optimization Yes Search space See Table 12 Search algorithm Grid search Data ",32.0,unclear,"delayed Sampling No sampling Data quality 1,6% incomplete instances that were removed from the dataset Data preprocessing methods See Table 7 Feature engineering and vectorizing See Table 7 Performance estimation Parameter optimization Yes Search space See Table 12 Search algorithm Grid search Data ",32.0,no,,0.0,no,,0.0,yes,The AS/AR has a total capacity of 653 slots for models of the considered MMAL.,19.0,no,,0.0,unclear,no,no,unclear,no,no,
W3195687240,10.48550/arxiv.2105.01092,Process Model Forecasting Using Time Series Analysis of Event Sequence\n Data,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,41707.0,354.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3195843447,10.1016/j.dss.2021.113653,AI-based industrial full-service offerings: A model for payment structure selection considering predictive power,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3195958055,10.1007/s10664-021-09996-y,Predicting unstable software benchmarks using static source code features,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,165031.0,1531.0,53.0,INCLUDED,INCLUDED,3 How does the prediction performance change when removing co-linear and multico-linear features and applying class-rebalancing?,3.0,unclear,Empir Software Eng (2021) 26: 11 Table 1 Source code features of our approach.,8.0,no,,0.0,no,,0.0,yes,"3 Binarization Threshold Binary classification requires transforming the benchmark variabilities of the 4,461 benchmarks, as computed by the variability measure, into two classes, i.",17.0,no,,0.0,unclear,no,no,unclear,unclear,no,
W3196523473,10.3390/info12090362,Dynamic Adaptation Method of Business Process Based on Hierarchical Feature Model,2021,B,Information,v1:Information,2,2,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3196981326,10.1007/s12599-021-00720-0,Opportunities and Challenges for Process Mining in Organizations: Results of a Delphi Study,2021,B,Business & Information Systems Engineering,v1:Business & Information Systems Engineering,7,7,1.0,,80744.0,609.0,17.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3197963420,10.1016/j.knosys.2022.108773,Building interpretable models for business process prediction using shared and specialised attention mechanisms,2022,B,Knowledge-Based Systems,v1:Knowledge-Based Systems,2,2,1.0,,76647.0,589.0,40.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3198188779,10.1007/978-3-030-98581-3_14,Prescriptive Process Monitoring Under Resource Constraints: A Causal Inference Approach,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,36391.0,367.0,14.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3198564768,10.1007/s10115-022-01666-9,How do I update my model? On the resilience of Predictive Process Monitoring models to change,2022,B,Knowledge and Information Systems,v1:Knowledge and Information Systems,6,6,1.0,,92382.0,709.0,39.0,INCLUDED,INCLUDED,"The evaluation focuses on the performance of the new learned predictive models, in terms of accuracy and time, against the original one, and uses a number of real and synthetic datasets with and without explicit Concept Drift.",1.0,no,,0.0,no,,0.0,no,,0.0,unclear,The ROC curve is a graphical plot that illustrates the diagnostic ability of a binary classifier system as its discrimination threshold is varied.,13.0,no,,0.0,no,no,yes,unclear,no,no,
W3200219929,10.1016/j.im.2021.103533,Absorbed in technology but digitally overloaded: Interplay effects on gig workers’ burnout and creativity,2021,A,Information & Management,v1:Information & Management,20,20,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3202138005,10.1109/icpm53251.2021.9576880,Towards Evidence-Based Analysis of Palliative Treatments for Stomach and Esophageal Cancer Patients: a Process Mining Approach,2021,B,,v1:nan,16,16,1.0,,48156.0,432.0,9.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3202693769,10.1109/access.2021.3115759,Stability Metrics for Enhancing the Evaluation of Outcome-Based Business Process Predictive Monitoring,2021,B,IEEE Access,v1:IEEE Access,10,10,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3203269068,10.1109/tkde.2022.3232207,Process Discovery on Deviant Traces and Other Stranger Things,2022,B,IEEE Transactions on Knowledge and Data Engineering,v1:IEEE Transactions on Knowledge and Data Engineering,1,1,1.0,,82153.0,810.0,27.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3203500186,10.1016/j.dss.2021.113669,Encoding resource experience for predictive process monitoring,2021,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3204704933,,Design and Evaluation of Explainable Methods for Predictive Process Analytics.,2021,B,QUT ePrints (Queensland University of Technology),v1:QUT ePrints (Queensland University of Technology),1,1,1.0,,31282.0,213.0,11.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3204750696,10.1007/s10664-023-10407-7,Which design decisions in AI-enabled mobile applications contribute to greener AI?,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,98218.0,735.0,40.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3204851646,10.1016/j.is.2021.101892,Fast and accurate quantitative business process analysis using feature complete queueing models,2021,A,Information Systems,v1:Information Systems,82,82,1.0,,87261.0,733.0,18.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3210011952,10.1007/s10664-021-10035-z,Reviewing rounds prediction for code patches,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,95247.0,801.0,40.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3213259750,10.1007/s10664-021-10092-4,Problems with SZZ and features: An empirical study of the state of practice of defect prediction data collection,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,170528.0,1583.0,49.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3213266171,10.1007/s10664-023-10286-y,Machine learning-based test selection for simulation-based testing of self-driving cars software,2023,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,148987.0,1234.0,55.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W3216137074,10.1007/s10664-021-10063-9,Enjoy your observability: an industrial survey of microservice tracing and analysis,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W3217325574,10.48550/arxiv.2111.12454,Exploring Business Process Deviance with Sequential and Declarative Patterns,2021,B,arXiv (Cornell University),v1:arXiv (Cornell University),15,15,1.0,,65387.0,456.0,33.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4200001897,10.1016/j.is.2021.101955,Establishing trajectories of moving objects without identities: The intricacies of cell tracking and a solution,2021,A,Information Systems,v1:Information Systems,82,82,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4200151996,10.1016/j.is.2021.101957,Data pre-processing pipeline generation for AutoETL,2021,A,Information Systems,v1:Information Systems,82,82,1.0,,99045.0,770.0,28.0,INCLUDED,INCLUDED,"383 Next, only N appears as ﬁrst for RF and second best for KNN and NB, which means that 384 for many datasets, considering diﬀerent algorithms, it results better to apply only Normalization 385 without combining it with Feature Engineering.",13.0,no,,0.0,no,,0.0,no,,0.0,yes,"We provide an ini37 tial budget of 50 iterations for optimizing the hyper-parameters of the algorithms, and after the 50th 38 iteration, we ﬁx the algorithm conﬁguration to the best one achieved so far and start optimizing the pre39 processing pipeline2.",2.0,no,,0.0,unclear,no,no,unclear,no,yes,"Firstly, a catalog proposes a collection of prototypes (with an 760 ML algorithm as last step) based on the task and the dataset itself. || 765 However, AutoBazaar strictly depends on the catalog."
W4200448782,10.1007/s10664-021-10076-4,Using code reviews to automatically configure static analysis tools,2021,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4200629917,10.1007/s10664-021-10106-1,From anecdote to evidence: the relationship between personality and need for cognition of developers,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4205602341,10.1016/j.dss.2022.113730,An explanatory machine learning framework for studying pandemics: The case of COVID-19 emergency department readmissions,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,76627.0,612.0,13.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4205621479,10.1007/s10664-021-10073-7,Smoke testing for machine learning: simple tests to discover severe bugs,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,86672.0,776.0,30.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4206142733,10.1007/s10664-021-10095-1,A comparative study and analysis of developer communications on Slack and Gitter,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4206162339,10.1007/s10664-021-10088-0,Modeling Performance of Microservices Systems with Growth Theory,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,119601.0,908.0,44.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4206264714,10.1016/j.dss.2021.113718,A deep recurrent neural network approach to learn sequence similarities for user-identification,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4206583545,10.1016/j.dss.2021.113728,Fraudulent review detection model focusing on emotional expressions and explicit aspects: investigating the potential of feature engineering,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,85173.0,565.0,38.0,INCLUDED,INCLUDED,"algorithm Review Gap Review Count Irrelevant characters removing Rating Entropy Rating Deviation Time of Review Text data Pre-processing on Yelp Data set Rules-based classification models (based on list of features) to identify the opinion spammers, who contribute the most fake reviews in entire dat",9.0,unclear,"643 To further validate our next hypothesis (H2), Table 8 results show the performance of top five ML models developed using all features (review- and reviewer-centric) and reviewcentric features, and Table 10 shows the t-test results comparing the accuracy of the top five ML classifiers when combin",27.0,no,,0.0,no,,0.0,unclear,We then take the average performance of the particular ML model on each partition and use it to measure the average F-1 score and AUC with the best threshold or hyper parameter for all runs.,24.0,no,,0.0,unclear,no,no,unclear,no,no,
W4207018882,10.1007/s10664-021-10102-5,Uniform and scalable sampling of highly configurable systems,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,100321.0,846.0,34.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4210761353,10.1016/j.dss.2022.113747,Improving decision making in the management of hospital readmissions using modern survival analysis techniques,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,69613.0,450.0,35.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4210977175,10.1016/j.dss.2022.113752,Impact of information timeliness and richness on public engagement on social media during COVID-19 pandemic: An empirical investigation based on NLP and machine learning,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4213172184,10.1007/978-3-030-95947-0_28,Counterfactual Explanations for Predictive Business Process Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,40132.0,383.0,14.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4214741785,10.1007/s10664-021-10070-w,TraceSim: An Alignment Method for Computing Stack Trace Similarity,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,114494.0,1071.0,48.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4220684740,10.1007/s12599-022-00749-9,Semi-Supervised Discovery of DNN-Based Outcome Predictors from Scarcely-Labeled Process Logs,2022,B,Business & Information Systems Engineering,v1:Business & Information Systems Engineering,7,7,1.0,,101578.0,742.0,21.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4220826582,10.1007/s10664-022-10116-7,Search-based fairness testing for regression-based machine learning systems,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,114040.0,862.0,36.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4221005884,10.1007/s10664-021-10110-5,Crowdsmelling: A preliminary study on using collective knowledge in code smells detection,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,74092.0,660.0,25.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4221035697,10.1016/j.dss.2022.113768,Growing pains and blessings: Manifestations and implications of equity crowdfunding industry maturation,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4221051771,10.1007/s10664-022-10126-5,On the adequacy of static analysis warnings with respect to code smell prediction,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,124077.0,1020.0,44.0,INCLUDED,INCLUDED,"In particular, we exploited the output of the Gain Information algorithm—used in the context of RQ2—to discard irrelevant features that could bias the interpretation of the models (Tantithamthavorn and Hassan 2018): we did that by excluding the features not providing any information gain.",14.0,yes,"Hence, we decided to devise a baseline machine learning technique that uses code metrics as predictors.",16.0,no,,0.0,no,,0.0,yes,"As such, our choice made the findings more reliable—we did not include in our ground-truth false positives and negatives—at the cost of having less systems analyzed: we are aware of this possible limitation and we plan indeed to conduct larger-scale analyses as part of our future research agenda.",37.0,no,,0.0,no,no,no,unclear,no,no,
W4221145890,10.1007/s10664-022-10166-x,Development effort estimation in free/open source software from activity in version control systems,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,98868.0,730.0,37.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4221164236,10.1007/978-3-031-05760-1_15,The Analysis of Online Event Streams: Predicting the Next Activity for Anomaly Detection,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,41262.0,404.0,16.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4223983178,10.1007/s10664-021-10075-5,What happens in my code reviews? An investigation on automatically classifying review changes,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,114908.0,958.0,43.0,INCLUDED,INCLUDED,"To mitigate this bias, we applied the following techniques: (1) We performed features selection, evaluating the contribution of each feature both in terms of gain ratio and Pearson’s correlation with the class to be predicted; (2) We oversampled the minority class using SMOTE, applying it only on th",36.0,yes,This leads us to exclude the following features from our model: method word (corr.,20.0,no,,0.0,no,,0.0,yes,"(Elkan 2001): we assigned different cost weights to false positive and negatives of functional instances, thus testing the model with different cost matrix configurations.",23.0,no,,0.0,unclear,no,no,yes,no,no,
W4224992801,10.1016/j.dss.2022.113799,A critical assessment of consumer reviews: A hybrid NLP-based methodology,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,78640.0,642.0,35.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4225709018,10.1007/978-3-030-98581-3_12,Event Log Sampling for Predictive Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,39454.0,407.0,13.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4225832919,10.1007/978-3-030-94343-1_2,Creating Unbiased Public Benchmark Datasets with Data Leakage Prevention for Predictive Process Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,28123.0,268.0,12.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4225985120,10.1007/978-3-030-98581-3_23,Patient Discharge Classification Based on the Hospital Treatment Process,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,32929.0,282.0,13.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4226047899,10.1007/978-3-030-98581-3_15,Quantifying Explainability in Outcome-Oriented Predictive Process Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,35113.0,281.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4226064336,10.1007/978-3-030-98581-3_18,Continuous Performance Evaluation for Business Process Outcome Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,30640.0,256.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4226066227,10.1007/978-3-030-98581-3_13,Active Anomaly Detection for Key Item Selection in Process Auditing,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,33820.0,318.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4226203778,10.1007/s10664-022-10128-3,Identifying self-admitted technical debt in issue tracking systems using machine learning,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,106360.0,861.0,37.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4226305259,10.1007/978-3-030-98581-3_16,Online Prediction of Aggregated Retailer Consumer Behaviour,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,33457.0,371.0,13.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4226370069,10.2139/ssrn.4080238,Three Lines 4.0 - Predictive Process Monitoring for Internal Audit,2022,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4226400456,10.2139/ssrn.4069688,Leveraging an Advanced Heterogeneous Ensemble Learning for Outcome-Based Predictive Monitoring Using Business Process Event Logs,2022,B,SSRN Electronic Journal,v1:SSRN Electronic Journal,8,8,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4229035469,10.1016/j.dss.2022.113798,Data misrepresentation detection for insurance underwriting fraud prevention,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,62671.0,439.0,31.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4229333924,10.3390/electronics11091509,Business Process Outcome Prediction Based on Deep Latent Factor Model,2022,B,Electronics,v1:Electronics,4,4,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4254004495,10.18178/wcse.2019.03.028,Attention Based LSTM with Multi Tasks Learning for Predictive Process Monitoring,2019,B,Proceedings of 2019 the 9th International Workshop on Computer Science and Engineering,v1:Proceedings of 2019 the 9th International Workshop on Computer Science and Engineering,1,1,1.0,,19572.0,138.0,6.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4281264152,10.3390/a15050173,Integrating Process Mining with Discrete-Event Simulation for Dynamic Productivity Estimation in Heavy Civil Construction Operations,2022,B,Algorithms,v1:Algorithms,3,3,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4281569614,10.1016/j.dss.2022.113814,Financial distress prediction using integrated Z-score and multilayer perceptron neural networks,2022,A,Decision Support Systems,v1:Decision Support Systems,101,101,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4281700903,10.1007/s10664-022-10130-9,Quality gatekeepers: investigating the effects of code review bots on pull request activities,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,105555.0,848.0,36.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4281783878,10.1007/s10664-022-10137-2,How do Android developers improve non-functional properties of software?,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,112356.0,1047.0,42.0,NO_ABLATION,NO_ABLATION,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4281897214,10.3390/a15060187,Exploring the Suitability of Rule-Based Classification to Provide Interpretability in Outcome-Based Process Predictive Monitoring,2022,B,Algorithms,v1:Algorithms,3,3,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4281934010,10.3390/a15060199,XAI in the Context of Predictive Process Monitoring: An Empirical Analysis Framework,2022,B,Algorithms,v1:Algorithms,3,3,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4284710815,10.3390/electronics11142128,RETRACTED: Convolutional Neural Networks in Process Mining and Data Analytics for Prediction Accuracy,2022,B,Electronics,v1:Electronics,4,4,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4284881265,10.1016/j.im.2022.103682,Identification of Travel Styles by Learning from Consumer-generated Images in Online Travel Communities,2022,A,Information & Management,v1:Information & Management,20,20,1.0,,,,,NO_FULLTEXT,,,,,,,,,,,,,,,,,,,,,,,,,
W4285280214,10.1007/978-3-031-08848-3_10,Predictive Process Monitoring,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,68576.0,668.0,27.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4285297897,10.1007/978-3-031-05760-1_16,Process Mining: A Guide for Practitioners,2022,B,Lecture notes in business information processing,v1:Lecture notes in business information processing,33,33,1.0,,52928.0,543.0,18.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4286217255,10.1007/s10723-022-09613-2,Conformance-oriented Predictive Process Monitoring in BPaaS Based on Combination of Neural Networks,2022,B,Journal of Grid Computing,v1:Journal of Grid Computing,1,1,1.0,,106342.0,779.0,27.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4286716257,10.1007/s10664-022-10120-x,An empirical study of issue-link algorithms: which issue-link algorithms should we use?,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,146943.0,1535.0,50.0,NO_ABLATION,INCLUDED,,0.0,,,,,,,,,,,,,,,,,,,,,,
W4289977462,10.1007/s10664-021-10107-0,Styler: learning formatting conventions to repair Checkstyle violations,2022,A,Empirical Software Engineering,v1:Empirical Software Engineering,188,188,1.0,,102247.0,858.0,36.0,NO_METRIC,NO_METRIC,,0.0,,,,,,,,,,,,,,,,,,,,,,
